Flight_ID,Airline,Distance_km,Departure_Delay_min,Arrival_Delay_min,Delay_Status,Delay Difference,Distance Category , Performance Label
442,Indigo,11609,24,63,Delayed,39,Long Haul,Poor
443,Lufthansa,10434,119,59,OnTime,-60,Long Haul,Poor
444,Indigo,2350,172,69,Delayed,-103,Short Haul,Poor
445,Emirates,8737,96,26,Delayed,-70,Long Haul,Good
446,Emirates,718,93,98,OnTime,5,Short Haul,Poor
447,Emirates,7154,124,33,Delayed,-91,Long Haul,Poor
448,Lufthansa,8610,1,177,OnTime,176,Long Haul,Poor
449,Indigo,5640,146,94,Delayed,-52,Medium Long,Poor
450,Lufthansa,10819,23,67,OnTime,44,Long Haul,Poor
451,Lufthansa,9213,65,136,Delayed,71,Long Haul,Poor
452,Delta,3332,56,19,OnTime,-37,Medium Long,Good
453,Lufthansa,4011,73,124,OnTime,51,Medium Long,Poor
454,Emirates,5332,156,56,OnTime,-100,Medium Long,Poor
455,Indigo,6460,150,90,OnTime,-60,Medium Long,Poor
456,Delta,8662,85,196,Delayed,111,Long Haul,Poor
457,Emirates,10719,11,124,OnTime,113,Long Haul,Poor
458,Emirates,6771,125,5,Delayed,-120,Medium Long,Good
459,Emirates,1509,51,131,OnTime,80,Short Haul,Poor
460,Indigo,11580,146,103,Delayed,-43,Long Haul,Poor
461,Lufthansa,11631,163,60,OnTime,-103,Long Haul,Poor
462,Lufthansa,3126,20,76,Delayed,56,Medium Long,Poor
463,Emirates,4448,45,105,Delayed,60,Medium Long,Poor
464,Delta,508,49,140,Delayed,91,Short Haul,Poor
465,Delta,4885,153,63,Delayed,-90,Medium Long,Poor
466,Lufthansa,898,157,183,OnTime,26,Short Haul,Poor
467,Indigo,1119,110,105,OnTime,-5,Short Haul,Poor
468,Lufthansa,5349,101,180,OnTime,79,Medium Long,Poor
469,Delta,4000,144,181,OnTime,37,Medium Long,Poor
470,Emirates,8152,75,108,Delayed,33,Long Haul,Poor
471,Delta,6776,132,79,Delayed,-53,Medium Long,Poor
472,Lufthansa,2287,61,165,Delayed,104,Short Haul,Poor
473,Lufthansa,11431,39,190,OnTime,151,Long Haul,Poor
474,Emirates,8504,32,115,OnTime,83,Long Haul,Poor
475,Lufthansa,3314,92,122,OnTime,30,Medium Long,Poor
476,Delta,9326,114,181,Delayed,67,Long Haul,Poor
477,Delta,1184,23,157,Delayed,134,Short Haul,Poor
478,Delta,10988,140,85,Delayed,-55,Long Haul,Poor
479,Lufthansa,9472,173,93,OnTime,-80,Long Haul,Poor
480,Indigo,1634,55,81,OnTime,26,Short Haul,Poor
481,Lufthansa,9110,57,21,Delayed,-36,Long Haul,Good
482,Lufthansa,9630,172,170,OnTime,-2,Long Haul,Poor
483,Indigo,11091,82,138,Delayed,56,Long Haul,Poor
484,Indigo,5409,155,110,Delayed,-45,Medium Long,Poor
485,Indigo,9428,53,71,OnTime,18,Long Haul,Poor
486,Indigo,6801,153,72,Delayed,-81,Medium Long,Poor
487,Lufthansa,4974,39,118,Delayed,79,Medium Long,Poor
488,Lufthansa,8899,61,6,Delayed,-55,Long Haul,Good
489,Indigo,10273,109,128,OnTime,19,Long Haul,Poor
490,Emirates,11486,59,11,Delayed,-48,Long Haul,Good
491,Lufthansa,11375,17,172,OnTime,155,Long Haul,Poor
492,Lufthansa,10328,7,95,OnTime,88,Long Haul,Poor
493,Lufthansa,1791,71,17,Delayed,-54,Short Haul,Good
494,Emirates,2606,168,33,OnTime,-135,Short Haul,Poor
495,Emirates,891,112,180,OnTime,68,Short Haul,Poor
496,Emirates,3951,44,40,OnTime,-4,Medium Long,Poor
497,Emirates,2893,159,49,Delayed,-110,Short Haul,Poor
498,Lufthansa,6054,65,103,OnTime,38,Medium Long,Poor
499,Emirates,7924,63,116,Delayed,53,Long Haul,Poor
500,Lufthansa,8682,42,189,OnTime,147,Long Haul,Poor
501,Emirates,6626,114,53,OnTime,-61,Medium Long,Poor
502,Delta,4734,88,68,OnTime,-20,Medium Long,Poor
503,Lufthansa,8360,149,70,OnTime,-79,Long Haul,Poor
504,Emirates,3641,145,112,Delayed,-33,Medium Long,Poor
505,Lufthansa,9190,2,61,Delayed,59,Long Haul,Poor
506,Indigo,4925,70,125,Delayed,55,Medium Long,Poor
507,Indigo,1226,19,9,Delayed,-10,Short Haul,Good
508,Emirates,10822,87,110,Delayed,23,Long Haul,Poor
509,Lufthansa,10236,30,18,Delayed,-12,Long Haul,Good
510,Delta,10701,70,141,OnTime,71,Long Haul,Poor
511,Emirates,2503,27,121,OnTime,94,Short Haul,Poor
512,Delta,10294,77,123,Delayed,46,Long Haul,Poor
513,Delta,11986,58,108,Delayed,50,Long Haul,Poor
514,Indigo,10823,147,76,OnTime,-71,Long Haul,Poor
515,Indigo,5173,38,138,Delayed,100,Medium Long,Poor
516,Indigo,4275,176,69,OnTime,-107,Medium Long,Poor
517,Delta,11403,73,71,Delayed,-2,Long Haul,Poor
518,Emirates,7138,156,85,Delayed,-71,Long Haul,Poor
519,Emirates,716,57,10,OnTime,-47,Short Haul,Good
520,Emirates,1444,71,10,OnTime,-61,Short Haul,Good
521,Indigo,7244,97,23,Delayed,-74,Long Haul,Good
522,Emirates,6935,113,7,Delayed,-106,Medium Long,Good
523,Emirates,8789,59,159,Delayed,100,Long Haul,Poor
524,Lufthansa,4407,112,25,Delayed,-87,Medium Long,Good
525,Indigo,8613,93,172,Delayed,79,Long Haul,Poor
526,Emirates,5760,50,43,OnTime,-7,Medium Long,Poor
527,Delta,11115,70,83,Delayed,13,Long Haul,Poor
528,Lufthansa,7888,100,65,Delayed,-35,Long Haul,Poor
529,Delta,2098,71,21,OnTime,-50,Short Haul,Good
530,Delta,542,92,96,Delayed,4,Short Haul,Poor
531,Indigo,9084,46,80,OnTime,34,Long Haul,Poor
532,Lufthansa,8161,69,199,OnTime,130,Long Haul,Poor
533,Delta,4297,49,52,Delayed,3,Medium Long,Poor
534,Emirates,6869,1,129,OnTime,128,Medium Long,Poor
535,Emirates,9671,71,10,Delayed,-61,Long Haul,Good
536,Emirates,1903,15,107,OnTime,92,Short Haul,Poor
537,Delta,1634,145,199,OnTime,54,Short Haul,Poor
538,Emirates,1328,57,178,Delayed,121,Short Haul,Poor
539,Lufthansa,1377,16,79,Delayed,63,Short Haul,Poor
540,Indigo,6999,114,113,OnTime,-1,Medium Long,Poor
541,Indigo,10450,119,138,OnTime,19,Long Haul,Poor
542,Lufthansa,3643,87,52,OnTime,-35,Medium Long,Poor
543,Delta,11100,35,180,Delayed,145,Long Haul,Poor
544,Delta,2989,17,63,OnTime,46,Short Haul,Poor
545,Lufthansa,6003,18,133,OnTime,115,Medium Long,Poor
546,Emirates,2751,6,9,Delayed,3,Short Haul,Good
547,Indigo,2684,42,95,Delayed,53,Short Haul,Poor
548,Emirates,7768,71,52,Delayed,-19,Long Haul,Poor
549,Lufthansa,8742,36,19,OnTime,-17,Long Haul,Good
550,Indigo,11314,26,122,OnTime,96,Long Haul,Poor
551,Indigo,7877,102,29,Delayed,-73,Long Haul,Good
552,Indigo,7494,85,181,OnTime,96,Long Haul,Poor
553,Emirates,4813,9,138,OnTime,129,Medium Long,Poor
554,Lufthansa,8152,147,7,OnTime,-140,Long Haul,Good
555,Delta,6680,62,0,OnTime,-62,Medium Long,Good
556,Emirates,11978,103,118,Delayed,15,Long Haul,Poor
557,Delta,11655,110,178,Delayed,68,Long Haul,Poor
558,Lufthansa,953,130,49,Delayed,-81,Short Haul,Poor
559,Lufthansa,4957,138,101,Delayed,-37,Medium Long,Poor
560,Lufthansa,6291,157,110,Delayed,-47,Medium Long,Poor
561,Delta,10779,172,102,OnTime,-70,Long Haul,Poor
562,Lufthansa,2887,146,94,Delayed,-52,Short Haul,Poor
563,Lufthansa,2557,23,1,OnTime,-22,Short Haul,Good
564,Delta,10851,17,21,OnTime,4,Long Haul,Good
565,Emirates,868,65,139,Delayed,74,Short Haul,Poor
566,Lufthansa,3547,81,57,Delayed,-24,Medium Long,Poor
567,Emirates,7705,90,118,Delayed,28,Long Haul,Poor
568,Indigo,1828,122,152,OnTime,30,Short Haul,Poor
569,Lufthansa,1649,131,141,OnTime,10,Short Haul,Poor
570,Lufthansa,328,168,48,OnTime,-120,Short Haul,Poor
571,Lufthansa,6499,28,3,OnTime,-25,Medium Long,Good
572,Lufthansa,11959,50,152,Delayed,102,Long Haul,Poor
573,Indigo,2434,59,90,Delayed,31,Short Haul,Poor
574,Delta,8716,130,87,OnTime,-43,Long Haul,Poor
575,Indigo,4703,103,22,Delayed,-81,Medium Long,Good
576,Indigo,836,37,162,OnTime,125,Short Haul,Poor
577,Delta,6877,94,21,OnTime,-73,Medium Long,Good
578,Indigo,3117,21,198,Delayed,177,Medium Long,Poor
579,Delta,6333,16,78,Delayed,62,Medium Long,Poor
580,Indigo,4550,16,103,OnTime,87,Medium Long,Poor
581,Indigo,7574,125,76,Delayed,-49,Long Haul,Poor
582,Lufthansa,1424,30,42,Delayed,12,Short Haul,Poor
583,Lufthansa,3159,127,75,Delayed,-52,Medium Long,Poor
584,Indigo,8465,93,189,OnTime,96,Long Haul,Poor
585,Indigo,736,101,73,Delayed,-28,Short Haul,Poor
586,Lufthansa,7342,8,70,OnTime,62,Long Haul,Poor
587,Lufthansa,8611,114,161,OnTime,47,Long Haul,Poor
588,Delta,10441,66,101,OnTime,35,Long Haul,Poor
589,Emirates,11174,52,38,Delayed,-14,Long Haul,Poor
590,Lufthansa,6736,114,185,Delayed,71,Medium Long,Poor
591,Emirates,5435,63,39,OnTime,-24,Medium Long,Poor
592,Emirates,8735,112,85,Delayed,-27,Long Haul,Poor
593,Indigo,9220,164,38,Delayed,-126,Long Haul,Poor
594,Lufthansa,1497,86,8,OnTime,-78,Short Haul,Good
595,Delta,9862,141,174,Delayed,33,Long Haul,Poor
596,Indigo,11513,7,44,Delayed,37,Long Haul,Poor
597,Emirates,4533,4,167,OnTime,163,Medium Long,Poor
598,Delta,5365,89,118,Delayed,29,Medium Long,Poor
599,Delta,3154,141,116,Delayed,-25,Medium Long,Poor
600,Indigo,5984,55,133,Delayed,78,Medium Long,Poor
601,Lufthansa,311,155,121,OnTime,-34,Short Haul,Poor
602,Lufthansa,5462,107,90,OnTime,-17,Medium Long,Poor
603,Delta,5716,159,113,OnTime,-46,Medium Long,Poor
604,Delta,2177,149,53,OnTime,-96,Short Haul,Poor
605,Delta,5845,71,68,OnTime,-3,Medium Long,Poor
606,Lufthansa,11186,4,96,OnTime,92,Long Haul,Poor
607,Emirates,6815,97,193,Delayed,96,Medium Long,Poor
608,Lufthansa,7910,134,170,Delayed,36,Long Haul,Poor
609,Delta,11587,48,77,Delayed,29,Long Haul,Poor
610,Indigo,2152,108,103,OnTime,-5,Short Haul,Poor
611,Indigo,9465,17,156,Delayed,139,Long Haul,Poor
612,Indigo,10718,173,48,Delayed,-125,Long Haul,Poor
613,Lufthansa,9194,6,109,Delayed,103,Long Haul,Poor
614,Indigo,10510,157,169,Delayed,12,Long Haul,Poor
615,Lufthansa,11471,168,3,OnTime,-165,Long Haul,Good
616,Lufthansa,5727,97,59,Delayed,-38,Medium Long,Poor
617,Indigo,5369,88,31,Delayed,-57,Medium Long,Poor
618,Lufthansa,1895,160,143,Delayed,-17,Short Haul,Poor
619,Lufthansa,3670,148,119,OnTime,-29,Medium Long,Poor
620,Lufthansa,2987,163,40,OnTime,-123,Short Haul,Poor
621,Lufthansa,10590,135,34,Delayed,-101,Long Haul,Poor
622,Delta,2542,89,40,OnTime,-49,Short Haul,Poor
623,Emirates,1555,53,67,Delayed,14,Short Haul,Poor
624,Delta,9711,125,195,Delayed,70,Long Haul,Poor
625,Indigo,10383,173,148,Delayed,-25,Long Haul,Poor
626,Indigo,401,92,47,OnTime,-45,Short Haul,Poor
627,Indigo,4967,105,177,Delayed,72,Medium Long,Poor
628,Delta,5817,157,195,Delayed,38,Medium Long,Poor
629,Lufthansa,3462,15,4,Delayed,-11,Medium Long,Good
630,Emirates,6489,123,17,OnTime,-106,Medium Long,Good
631,Emirates,10203,173,71,Delayed,-102,Long Haul,Poor
632,Indigo,8263,112,126,Delayed,14,Long Haul,Poor
633,Indigo,3229,5,180,OnTime,175,Medium Long,Poor
634,Lufthansa,10604,51,131,Delayed,80,Long Haul,Poor
635,Lufthansa,2887,18,83,Delayed,65,Short Haul,Poor
636,Lufthansa,11731,113,15,Delayed,-98,Long Haul,Good
637,Lufthansa,6231,88,31,OnTime,-57,Medium Long,Poor
638,Lufthansa,5259,114,126,OnTime,12,Medium Long,Poor
639,Delta,6819,142,34,Delayed,-108,Medium Long,Poor
640,Delta,8695,160,49,Delayed,-111,Long Haul,Poor
641,Emirates,7326,17,90,OnTime,73,Long Haul,Poor
642,Indigo,5296,151,64,Delayed,-87,Medium Long,Poor
643,Emirates,8169,80,112,OnTime,32,Long Haul,Poor
644,Delta,9478,86,176,OnTime,90,Long Haul,Poor
645,Lufthansa,2683,122,55,Delayed,-67,Short Haul,Poor
646,Emirates,7215,110,179,Delayed,69,Long Haul,Poor
647,Lufthansa,3112,112,99,OnTime,-13,Medium Long,Poor
648,Lufthansa,10241,59,45,Delayed,-14,Long Haul,Poor
649,Emirates,7102,71,17,OnTime,-54,Long Haul,Good
650,Emirates,6408,26,124,OnTime,98,Medium Long,Poor
651,Emirates,9979,143,65,OnTime,-78,Long Haul,Poor
652,Lufthansa,7777,127,129,Delayed,2,Long Haul,Poor
653,Lufthansa,9875,110,5,OnTime,-105,Long Haul,Good
654,Lufthansa,8874,161,95,Delayed,-66,Long Haul,Poor
655,Delta,4053,170,108,OnTime,-62,Medium Long,Poor
656,Delta,2297,66,70,Delayed,4,Short Haul,Poor
657,Emirates,3054,12,30,Delayed,18,Medium Long,Good
658,Indigo,523,5,191,Delayed,186,Short Haul,Poor
659,Delta,9726,128,169,OnTime,41,Long Haul,Poor
660,Emirates,10358,162,90,Delayed,-72,Long Haul,Poor
661,Emirates,6256,66,78,Delayed,12,Medium Long,Poor
662,Delta,2032,135,34,Delayed,-101,Short Haul,Poor
663,Delta,4670,56,170,Delayed,114,Medium Long,Poor
664,Indigo,4426,165,112,OnTime,-53,Medium Long,Poor
665,Lufthansa,8284,164,73,Delayed,-91,Long Haul,Poor
666,Indigo,512,14,135,Delayed,121,Short Haul,Poor
667,Indigo,6148,133,93,Delayed,-40,Medium Long,Poor
668,Delta,3108,72,14,Delayed,-58,Medium Long,Good
669,Lufthansa,5922,57,64,OnTime,7,Medium Long,Poor
670,Delta,3636,129,94,OnTime,-35,Medium Long,Poor
671,Lufthansa,1758,0,126,Delayed,126,Short Haul,Poor
672,Delta,7913,67,20,OnTime,-47,Long Haul,Good
673,Indigo,9479,168,142,Delayed,-26,Long Haul,Poor
674,Delta,5126,92,55,Delayed,-37,Medium Long,Poor
675,Indigo,666,102,60,Delayed,-42,Short Haul,Poor
676,Emirates,4069,48,124,Delayed,76,Medium Long,Poor
677,Indigo,6845,21,30,Delayed,9,Medium Long,Good
678,Delta,6083,151,147,OnTime,-4,Medium Long,Poor
679,Indigo,5626,50,57,Delayed,7,Medium Long,Poor
680,Emirates,8028,112,170,Delayed,58,Long Haul,Poor
681,Delta,4394,80,147,OnTime,67,Medium Long,Poor
682,Lufthansa,3775,57,119,OnTime,62,Medium Long,Poor
683,Indigo,2707,170,2,Delayed,-168,Short Haul,Good
684,Lufthansa,5714,119,73,Delayed,-46,Medium Long,Poor
685,Emirates,1464,43,120,Delayed,77,Short Haul,Poor
686,Lufthansa,5149,161,46,Delayed,-115,Medium Long,Poor
687,Lufthansa,9753,166,83,Delayed,-83,Long Haul,Poor
688,Delta,11991,61,124,Delayed,63,Long Haul,Poor
689,Lufthansa,523,121,117,Delayed,-4,Short Haul,Poor
690,Lufthansa,9944,17,19,OnTime,2,Long Haul,Good
691,Lufthansa,9081,77,46,Delayed,-31,Long Haul,Poor
692,Delta,6163,107,98,OnTime,-9,Medium Long,Poor
693,Indigo,7252,132,179,Delayed,47,Long Haul,Poor
694,Emirates,9624,27,127,OnTime,100,Long Haul,Poor
695,Delta,11814,78,95,OnTime,17,Long Haul,Poor
696,Indigo,8409,102,13,OnTime,-89,Long Haul,Good
697,Lufthansa,812,56,17,Delayed,-39,Short Haul,Good
698,Lufthansa,5473,94,166,OnTime,72,Medium Long,Poor
699,Lufthansa,1862,170,74,OnTime,-96,Short Haul,Poor
700,Delta,5415,48,196,OnTime,148,Medium Long,Poor
701,Indigo,6588,88,160,Delayed,72,Medium Long,Poor
702,Indigo,797,128,152,Delayed,24,Short Haul,Poor
703,Indigo,4816,135,108,Delayed,-27,Medium Long,Poor
704,Emirates,1968,92,30,OnTime,-62,Short Haul,Good
705,Lufthansa,2327,163,139,Delayed,-24,Short Haul,Poor
706,Delta,8015,123,15,Delayed,-108,Long Haul,Good
707,Delta,6039,50,156,Delayed,106,Medium Long,Poor
708,Delta,5579,141,129,Delayed,-12,Medium Long,Poor
709,Lufthansa,5261,23,121,OnTime,98,Medium Long,Poor
710,Emirates,2611,32,113,Delayed,81,Short Haul,Poor
711,Delta,11567,90,1,Delayed,-89,Long Haul,Good
712,Delta,11705,27,92,OnTime,65,Long Haul,Poor
713,Lufthansa,1223,23,138,OnTime,115,Short Haul,Poor
714,Delta,11506,73,28,Delayed,-45,Long Haul,Good
715,Delta,359,149,43,Delayed,-106,Short Haul,Poor
716,Indigo,9072,152,105,Delayed,-47,Long Haul,Poor
717,Emirates,6509,83,45,Delayed,-38,Medium Long,Poor
718,Delta,5425,77,92,Delayed,15,Medium Long,Poor
719,Lufthansa,2126,55,62,OnTime,7,Short Haul,Poor
720,Delta,9193,21,158,Delayed,137,Long Haul,Poor
721,Indigo,238,123,52,Delayed,-71,Short Haul,Poor
722,Indigo,4348,120,84,OnTime,-36,Medium Long,Poor
723,Emirates,9478,154,88,OnTime,-66,Long Haul,Poor
724,Lufthansa,7087,154,145,OnTime,-9,Long Haul,Poor
725,Emirates,6642,130,177,OnTime,47,Medium Long,Poor
726,Emirates,225,95,192,OnTime,97,Short Haul,Poor
727,Delta,2064,82,92,Delayed,10,Short Haul,Poor
728,Indigo,10149,69,58,Delayed,-11,Long Haul,Poor
729,Lufthansa,7897,4,33,OnTime,29,Long Haul,Poor
730,Lufthansa,6187,161,125,Delayed,-36,Medium Long,Poor
731,Delta,1284,179,82,OnTime,-97,Short Haul,Poor
732,Lufthansa,8332,103,180,OnTime,77,Long Haul,Poor
733,Delta,345,177,110,OnTime,-67,Short Haul,Poor
734,Emirates,7012,30,97,Delayed,67,Long Haul,Poor
735,Delta,11402,6,174,Delayed,168,Long Haul,Poor
736,Emirates,7072,68,94,OnTime,26,Long Haul,Poor
737,Indigo,11782,9,151,Delayed,142,Long Haul,Poor
738,Lufthansa,3542,13,84,Delayed,71,Medium Long,Poor
739,Delta,5531,63,170,OnTime,107,Medium Long,Poor
740,Lufthansa,2919,144,4,Delayed,-140,Short Haul,Good
741,Indigo,3754,143,51,OnTime,-92,Medium Long,Poor
742,Indigo,11402,4,126,Delayed,122,Long Haul,Poor
743,Emirates,3890,75,164,OnTime,89,Medium Long,Poor
744,Delta,2173,154,172,Delayed,18,Short Haul,Poor
745,Indigo,6722,170,75,Delayed,-95,Medium Long,Poor
746,Lufthansa,5679,98,55,Delayed,-43,Medium Long,Poor
747,Indigo,8292,68,27,OnTime,-41,Long Haul,Good
748,Indigo,9529,176,105,Delayed,-71,Long Haul,Poor
749,Emirates,5310,126,37,Delayed,-89,Medium Long,Poor
750,Emirates,9413,70,10,OnTime,-60,Long Haul,Good
751,Indigo,5984,2,138,Delayed,136,Medium Long,Poor
752,Indigo,11656,143,183,OnTime,40,Long Haul,Poor
753,Delta,9081,45,194,Delayed,149,Long Haul,Poor
754,Lufthansa,3964,32,100,OnTime,68,Medium Long,Poor
755,Indigo,10598,140,164,OnTime,24,Long Haul,Poor
756,Emirates,693,116,179,OnTime,63,Short Haul,Poor
757,Indigo,1762,147,113,Delayed,-34,Short Haul,Poor
758,Delta,9774,74,47,Delayed,-27,Long Haul,Poor
759,Indigo,11087,45,151,Delayed,106,Long Haul,Poor
760,Lufthansa,8934,77,73,OnTime,-4,Long Haul,Poor
761,Lufthansa,11876,24,76,OnTime,52,Long Haul,Poor
762,Lufthansa,715,48,69,Delayed,21,Short Haul,Poor
763,Indigo,414,136,78,Delayed,-58,Short Haul,Poor
764,Delta,10796,79,71,Delayed,-8,Long Haul,Poor
765,Delta,11552,20,0,OnTime,-20,Long Haul,Good
766,Emirates,645,173,19,OnTime,-154,Short Haul,Good
767,Indigo,8954,6,126,Delayed,120,Long Haul,Poor
768,Delta,1169,166,3,OnTime,-163,Short Haul,Good
769,Emirates,1049,24,105,OnTime,81,Short Haul,Poor
770,Lufthansa,2157,109,36,OnTime,-73,Short Haul,Poor
771,Lufthansa,11750,169,162,OnTime,-7,Long Haul,Poor
772,Lufthansa,11876,20,11,Delayed,-9,Long Haul,Good
773,Indigo,4249,124,6,OnTime,-118,Medium Long,Good
774,Indigo,10969,42,7,OnTime,-35,Long Haul,Good
775,Emirates,9306,88,84,OnTime,-4,Long Haul,Poor
776,Emirates,5764,112,102,OnTime,-10,Medium Long,Poor
777,Delta,1461,102,41,Delayed,-61,Short Haul,Poor
778,Emirates,6253,142,195,OnTime,53,Medium Long,Poor
779,Delta,734,133,43,OnTime,-90,Short Haul,Poor
780,Delta,1447,43,50,Delayed,7,Short Haul,Poor
781,Lufthansa,9350,179,153,Delayed,-26,Long Haul,Poor
782,Indigo,5878,39,186,OnTime,147,Medium Long,Poor
783,Lufthansa,7037,160,98,OnTime,-62,Long Haul,Poor
784,Indigo,10922,89,67,OnTime,-22,Long Haul,Poor
785,Lufthansa,5544,172,77,OnTime,-95,Medium Long,Poor
786,Indigo,2853,123,78,Delayed,-45,Short Haul,Poor
787,Emirates,10375,112,80,Delayed,-32,Long Haul,Poor
788,Lufthansa,3347,80,100,Delayed,20,Medium Long,Poor
789,Delta,10335,101,102,OnTime,1,Long Haul,Poor
790,Lufthansa,3595,59,3,OnTime,-56,Medium Long,Good
791,Indigo,653,120,102,Delayed,-18,Short Haul,Poor
792,Emirates,3583,178,67,OnTime,-111,Medium Long,Poor
793,Emirates,11656,32,184,Delayed,152,Long Haul,Poor
794,Indigo,2821,26,48,OnTime,22,Short Haul,Poor
795,Lufthansa,342,141,165,OnTime,24,Short Haul,Poor
796,Indigo,10148,86,195,Delayed,109,Long Haul,Poor
797,Indigo,2619,18,49,OnTime,31,Short Haul,Poor
798,Lufthansa,7688,80,72,Delayed,-8,Long Haul,Poor
799,Emirates,10367,33,82,Delayed,49,Long Haul,Poor
800,Delta,7114,165,65,OnTime,-100,Long Haul,Poor
801,Emirates,6450,54,14,OnTime,-40,Medium Long,Good
802,Emirates,3607,83,39,Delayed,-44,Medium Long,Poor
803,Indigo,9881,20,160,Delayed,140,Long Haul,Poor
804,Emirates,1455,105,144,Delayed,39,Short Haul,Poor
805,Delta,11055,1,30,Delayed,29,Long Haul,Good
806,Delta,10076,162,66,OnTime,-96,Long Haul,Poor
807,Emirates,11997,177,45,Delayed,-132,Long Haul,Poor
808,Lufthansa,7746,33,164,Delayed,131,Long Haul,Poor
809,Delta,8268,138,32,Delayed,-106,Long Haul,Poor
810,Emirates,9837,94,115,Delayed,21,Long Haul,Poor
811,Lufthansa,2466,117,2,OnTime,-115,Short Haul,Good
812,Delta,1100,59,85,OnTime,26,Short Haul,Poor
813,Emirates,6307,53,143,OnTime,90,Medium Long,Poor
814,Delta,11252,15,54,OnTime,39,Long Haul,Poor
815,Delta,5649,90,56,OnTime,-34,Medium Long,Poor
816,Indigo,3565,75,107,Delayed,32,Medium Long,Poor
817,Lufthansa,4942,126,151,Delayed,25,Medium Long,Poor
818,Indigo,3260,71,176,Delayed,105,Medium Long,Poor
819,Emirates,5238,142,197,Delayed,55,Medium Long,Poor
820,Lufthansa,5063,56,50,OnTime,-6,Medium Long,Poor
821,Emirates,2833,152,64,Delayed,-88,Short Haul,Poor
822,Emirates,2858,165,91,OnTime,-74,Short Haul,Poor
823,Indigo,1258,158,1,OnTime,-157,Short Haul,Good
824,Indigo,9441,90,145,OnTime,55,Long Haul,Poor
825,Lufthansa,10117,63,155,Delayed,92,Long Haul,Poor
826,Emirates,6291,2,14,OnTime,12,Medium Long,Good
827,Emirates,7660,36,174,Delayed,138,Long Haul,Poor
828,Lufthansa,7957,122,120,OnTime,-2,Long Haul,Poor
829,Lufthansa,1790,163,199,OnTime,36,Short Haul,Poor
830,Lufthansa,2658,15,159,OnTime,144,Short Haul,Poor
831,Delta,2486,37,171,Delayed,134,Short Haul,Poor
832,Indigo,2516,133,19,Delayed,-114,Short Haul,Good
833,Delta,6713,63,16,OnTime,-47,Medium Long,Good
834,Lufthansa,6551,25,143,OnTime,118,Medium Long,Poor
835,Emirates,8612,97,134,OnTime,37,Long Haul,Poor
836,Emirates,3831,92,25,Delayed,-67,Medium Long,Good
837,Emirates,2812,140,55,OnTime,-85,Short Haul,Poor
838,Emirates,11768,108,105,Delayed,-3,Long Haul,Poor
839,Emirates,10475,26,115,Delayed,89,Long Haul,Poor
840,Indigo,4277,13,160,OnTime,147,Medium Long,Poor
841,Indigo,1175,96,132,Delayed,36,Short Haul,Poor
842,Delta,4010,131,76,OnTime,-55,Medium Long,Poor
843,Emirates,10399,160,183,OnTime,23,Long Haul,Poor
844,Indigo,7522,158,30,OnTime,-128,Long Haul,Good
845,Lufthansa,5737,37,170,Delayed,133,Medium Long,Poor
846,Lufthansa,10200,30,171,Delayed,141,Long Haul,Poor
847,Delta,4159,134,132,Delayed,-2,Medium Long,Poor
848,Lufthansa,9253,83,107,Delayed,24,Long Haul,Poor
849,Lufthansa,10897,110,141,OnTime,31,Long Haul,Poor
850,Lufthansa,3891,61,51,Delayed,-10,Medium Long,Poor
851,Indigo,2205,148,33,OnTime,-115,Short Haul,Poor
852,Lufthansa,4618,10,174,OnTime,164,Medium Long,Poor
853,Emirates,11556,22,83,Delayed,61,Long Haul,Poor
854,Emirates,7210,14,64,Delayed,50,Long Haul,Poor
855,Lufthansa,3553,76,77,Delayed,1,Medium Long,Poor
856,Delta,8357,144,130,Delayed,-14,Long Haul,Poor
857,Delta,8105,13,15,OnTime,2,Long Haul,Good
858,Indigo,4851,115,39,Delayed,-76,Medium Long,Poor
859,Delta,6115,70,65,Delayed,-5,Medium Long,Poor
860,Indigo,5578,166,141,Delayed,-25,Medium Long,Poor
861,Emirates,2084,69,102,OnTime,33,Short Haul,Poor
862,Delta,1480,3,174,OnTime,171,Short Haul,Poor
863,Delta,2489,5,78,OnTime,73,Short Haul,Poor
864,Emirates,10415,134,132,Delayed,-2,Long Haul,Poor
865,Delta,7973,117,149,OnTime,32,Long Haul,Poor
